_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	77310	5	975	1.000882075471698	0.28456711002148777					424000	77310	5	975	6.55010141509434	8.079915432445432					424000	77310	5	975	9661.193408018868	5117.244496367549					424000	77310	5	975	6.945556603773585	1.9534103627907513				
	424000	77360	5	1033	1.0000849056603773	0.2844565941924329					424000	77360	5	1033	6.541658018867924	8.084789657522457					424000	77360	5	1033	9685.560766509434	5120.6903932606265					424000	77360	5	1033	6.958728773584905	1.9552475903531814				
	424000	77410	5	1003	1.5007287735849058	0.35413978225736564					424000	77410	5	1003	3.4828325471698114	8.000471764816806					424000	77410	5	1003	9701.771738207548	5122.982859346168					424000	77410	5	1003	4.000825471698113	1.5442421608588053				
	424000	77460	5	993	1.0000424528301888	0.2844507087835463					424000	77460	5	993	7.1944622641509435	8.10823491231718					424000	77460	5	993	9694.317591981133	5121.928735127295					424000	77460	5	993	6.281033018867925	1.860793005087071				
	424000	77510	5	984	1.3215825471698113	0.32914995664364916					424000	77510	5	984	5.0469198113207545	8.036371541935255					424000	77510	5	984	9672.686686320754	5118.869812088387					424000	77510	5	984	4.629625	1.6313036183419947				
	424000	77560	5	1016	0.999	0.2843061908427496					424000	77560	5	1016	6.56575	8.088614290816265					424000	77560	5	1016	9699.977290094339	5122.729098390439					424000	77560	5	1016	6.93226179245283	1.9515562118241128				
	424000	77610	5	946	0.9989245283018868	0.2842957281214141					424000	77610	5	946	6.551655660377358	8.087265089637638					424000	77610	5	946	9695.74892216981	5122.131145938441					424000	77610	5	946	6.962221698113208	1.9557347960745808				
	424000	77660	5	987	1.0015188679245284	0.28465539315038446					424000	77660	5	987	6.6442971698113205	8.093514790204072					424000	77660	5	987	9711.109504716982	5124.303354784301					424000	77660	5	987	6.839165094339623	1.9385734073027365				
	424000	77710	5	1055	0.9996650943396227	0.2843983942519035					424000	77710	5	1055	7.185627358490566	8.111090388715343					424000	77710	5	1055	9709.288773584905	5124.045877017683					424000	77710	5	1055	6.300752358490566	1.86353944148316				
	424000	77760	5	990	1.326313679245283	0.3298092420870546					424000	77760	5	991	5.003688679245283	8.039820205898417					424000	77760	5	991	9694.766429245283	5121.99220720874					424000	77760	5	991	4.57963679245283	1.6243750905683003				
	424000	77810	5	1015	1.329318396226415	0.3302279713028592					424000	77810	5	1015	4.998372641509434	8.049550809045138					424000	77810	5	1015	9741.276653301888	5128.569426942718					424000	77810	5	1015	4.577582547169811	1.6240905035539226				
	424000	77860	5	996	1.3322216981132076	0.3306325826581669					424000	77860	5	996	4.992037735849056	8.040735087951047					424000	77860	5	996	9700.643693396227	5122.823337460668					424000	77860	5	996	4.567068396226415	1.6226332621713342				
	424000	77910	5	961	1.000433962264151	0.2845049855240247					424000	77910	5	961	6.657216981132075	8.09168722126514					424000	77910	5	961	9700.46220518868	5122.797672410305					424000	77910	5	961	6.832021226415094	1.9375772394845754				
	424000	77960	5	1011	0.9998584905660377	0.28442520540046556					424000	77960	5	1011	6.636686320754717	8.093020512673474					424000	77960	5	1011	9709.941471698114	5124.1381779893445					424000	77960	5	1011	6.829271226415094	1.937193793111285				
	424000	78010	5	1008	1.4990448113207546	0.3539046504012575					424000	78010	5	1008	3.4710872641509436	8.003755558987896					424000	78010	5	1008	9718.52199528302	5125.35158835356					424000	78010	5	1008	4.033438679245283	1.5487524748908856				
	424000	78060	5	1011	1.002438679245283	0.2847829151895822					424000	78060	5	1011	6.673719339622641	8.100629062276695					424000	78060	5	1011	9740.26333490566	5128.426129024779					424000	78060	5	1011	6.833143867924528	1.9377338691526274				
	424000	78110	5	1076	1.5034669811320756	0.35452212713615877					424000	78110	5	1076	3.466429245283019	8.012656211886771					424000	78110	5	1076	9760.739009433963	5131.321686597679					424000	78110	5	1076	4.043966981132075	1.550208732934726				
	424000	78160	5	1016	1.5017830188679244	0.3542869887122168					424000	78160	5	1016	3.4437924528301886	8.014832524286703					424000	78160	5	1016	9773.567481132075	5133.135818809797					424000	78160	5	1016	4.038728773584905	1.5494842651188117				
	424000	78210	5	985	1.0010377358490565	0.2845886902388225					424000	78210	5	985	7.179415094339623	8.134794758103514					424000	78210	5	985	9822.77537735849	5140.094531103508					424000	78210	5	985	6.264695754716981	1.8585180053474135				
	424000	78260	5	1007	1.000066037735849	0.28445397845461134					424000	78260	5	1007	6.549959905660377	8.110092576114253					424000	78260	5	1007	9804.062804245283	5137.448300877008					424000	78260	5	1008	6.940955188679245	1.9527688898532298				
	424000	78310	5	1006	0.9993537735849056	0.2843552350571076					424000	78310	5	1006	6.705193396226415	8.112515814476975					424000	78310	5	1006	9791.69967216981	5135.699974186073					424000	78310	5	1006	6.821929245283019	1.9361702316925022				
	424000	78360	5	1023	1.0001367924528302	0.28446378747802703					424000	78360	5	1023	7.212325471698113	8.130172043102641					424000	78360	5	1023	9795.56795990566	5136.24700633164					424000	78360	5	1024	6.25551179245283	1.8572389553077842				
	424000	78410	5	1031	1.3394716981132075	0.33164302496614184					424000	78410	5	1031	4.86842216981132	8.061871808806316					424000	78410	5	1031	9816.635429245283	5139.226253038972					424000	78410	5	1031	4.540912735849057	1.6190088767825026				
	424000	78460	5	978	1.0008915094339623	0.28456841791102205					424000	78460	5	978	6.5561556603773585	8.106287859905274					424000	78460	5	978	9785.108023584906	5134.7678192384965					424000	78460	5	978	6.941294811320755	1.952816220185523				
	424000	78510	5	1012	1.0039716981132076	0.2849954570698404					424000	78510	5	1012	6.528688679245283	8.103039839384271					424000	78510	5	1012	9773.927004716981	5133.186660681228					424000	78510	5	1012	6.963410377358491	1.955900743894098				
	424000	78560	5	1080	1.5011037735849058	0.35419214410425964					424000	78560	5	1080	3.408832547169811	8.021966330296923					424000	78560	5	1080	9811.023971698114	5138.4327112543415					424000	78560	5	1080	4.080405660377359	1.5552490908172327				
	424000	78610	5	1012	1.5001768867924528	0.35406272179169906					424000	78610	5	1012	3.412754716981132	8.030157426556753					424000	78610	5	1012	9848.90995754717	5143.790341521982					424000	78610	5	1012	4.078733490566038	1.5550178776404437				
	424000	78660	5	995	1.001688679245283	0.28467893550604123					424000	78660	5	995	6.71471462264151	8.119919357277118					424000	78660	5	995	9825.293115566037	5140.450575950932					424000	78660	5	995	6.775405660377358	1.9296834957782498				
	424000	78710	5	998	1.499051886792453	0.35390563834091804					424000	78710	5	998	3.387768867924528	8.027190030483917					424000	78710	5	998	9837.91245518868	5142.235134406506					424000	78710	5	998	4.09488679245283	1.5572524085211656				
	424000	78760	5	964	1.0013254716981133	0.28462858111962686					424000	78760	5	964	6.72496462264151	8.123743747593192					424000	78760	5	964	9841.82258490566	5142.788083720516					424000	78760	5	964	6.774985849056604	1.9296250020818162				
	424000	78810	5	975	1.001306603773585	0.28462596531734813					424000	78810	5	975	6.731216981132076	8.127902002389927					424000	78810	5	975	9860.550820754717	5145.436529329474					424000	78810	5	975	6.781834905660378	1.9305799707974272				
	424000	78860	5	954	1.0021273584905661	0.28473975362399456					424000	78860	5	954	6.722365566037736	8.125943666672061					424000	78860	5	954	9852.643117924528	5144.318264836035					424000	78860	5	954	6.793851415094339	1.9322553821379724				
	424000	78910	5	1012	0.9994716981132076	0.28437158320546135					424000	78910	5	1012	6.529044811320754	8.119820276951032					424000	78910	5	1012	9853.289094339623	5144.4096153140235					424000	78910	5	1012	6.9640212264150945	1.9559861077712881				
	424000	78960	5	945	1.346509433962264	0.3326239709599088					424000	78960	5	945	4.782683962264151	8.068847533701257					424000	78960	5	945	9860.787726415094	5145.470031255203					424000	78960	5	945	4.508502358490566	1.614518020657251				
	424000	79010	5	1016	1.3494646226415095	0.3330359016647644					424000	79010	5	1016	4.787929245283019	8.080892389336709					424000	79010	5	1016	9916.72716273585	5153.380684537584					424000	79010	5	1016	4.514257075471698	1.6153155259383585				
	424000	79060	5	1104	0.9996792452830189	0.28440035603882546					424000	79060	5	1104	6.538674528301887	8.127138212500297					424000	79060	5	1104	9886.455099056604	5149.0997723668615					424000	79060	5	1104	6.9384952830188675	1.9524259718735564				
	424000	79110	5	1012	1.0000943396226416	0.2844579020617487					424000	79110	5	1012	7.2170943396226415	8.149070164366991					424000	79110	5	1012	9884.488162735848	5148.821618841229					424000	79110	5	1012	6.245627358490566	1.855862628252718				
	424000	79160	5	1000	0.9979528301886792	0.2841610219863004					424000	79160	5	1000	6.54964858490566	8.125722182195926					424000	79160	5	1000	9878.083247641509	5147.915870342825					424000	79160	5	1000	6.940957547169812	1.9527693720405601				
	424000	79210	5	970	1.5006155660377358	0.3541239749472215					424000	79210	5	970	3.400143867924528	8.035044382846989					424000	79210	5	970	9873.24329481132	5147.231430354819					424000	79210	5	970	4.10673820754717	1.5588920615338058				
	424000	79260	5	916	0.9993632075471698	0.2843565429072884					424000	79260	5	916	7.236540094339623	8.151955545195314					424000	79260	5	916	9895.066731132076	5150.317582914823					424000	79260	5	916	6.2337334905660375	1.8542063411651475				
	424000	79310	5	961	0.9995188679245283	0.2843781224747867					424000	79310	5	961	6.571254716981132	8.128098882726556					424000	79310	5	961	9886.03858490566	5149.040871170806					424000	79310	5	961	6.948653301886792	1.9538427397678144				
	424000	79360	5	1035	0.9986179245283019	0.2842532234774545					424000	79360	5	1035	7.242733490566038	8.159330383141466					424000	79360	5	1035	9929.072691037736	5155.126522825242					424000	79360	5	1035	6.227995283018868	1.8534073426634428				
	424000	79410	5	978	0.9989669811320755	0.2843016133992533					424000	79410	5	978	6.72613679245283	8.141816194813881					424000	79410	5	979	9927.23074764151	5154.866045098072					424000	79410	5	979	6.783679245283019	1.930837257822657				
	424000	79460	5	944	1.3614575471698114	0.3347077766145208					424000	79460	5	944	4.69525	8.078528082299137					424000	79460	5	944	9917.763514150944	5153.52723980243					424000	79460	5	944	4.447325471698113	1.606042599361592				
	424000	79510	5	982	1.001627358490566	0.28467043409109044					424000	79510	5	982	6.5275	8.1360245233305					424000	79510	5	982	9930.20433254717	5155.286553489944					424000	79510	5	982	6.975287735849057	1.9575577106737574				
	424000	79560	5	954	1.4975943396226414	0.3537021241040882					424000	79560	5	955	3.3978985849056604	8.056447486179335					424000	79560	5	955	9973.673327830189	5161.433706090206					424000	79560	5	955	4.107110849056604	1.5589438755711578				
	424000	79610	5	1045	0.9995707547169811	0.2843853156791822					424000	79610	5	1045	6.71575	8.147747977587317					424000	79610	5	1045	9956.919926886792	5159.06452966563					424000	79610	5	1045	6.748212264150943	1.9258924744913				
	424000	79660	5	1004	1.3662783018867926	0.33537988304855254					424000	79660	5	1004	4.661778301886793	8.08437165295964					424000	79660	5	1004	9949.587910377359	5158.027675153947					424000	79660	5	1004	4.441429245283019	1.605225896406565				
	424000	79710	5	961	1.3698537735849057	0.3358783981414648					424000	79710	5	961	4.641271226415094	8.090344441998198					424000	79710	5	961	9980.317900943397	5162.373346153654					424000	79710	5	961	4.454792452830189	1.6070771252708538				
	424000	79760	5	967	1.5002830188679246	0.35407754107919553					424000	79760	5	967	3.3831533018867925	8.052744868838314					424000	79760	5	967	9958.044474056604	5159.223557121851					424000	79760	5	967	4.127912735849057	1.5618218123829934				
	424000	79810	5	1072	1.3693891509433962	0.33581361627752465					424000	79810	5	1072	4.644816037735849	8.094137689281917					424000	79810	5	1072	9997.68183254717	5164.828860816142					424000	79810	5	1072	4.433686320754717	1.6041534539039797				
	424000	79860	5	997	1.0002264150943396	0.28447621225913156					424000	79860	5	997	6.769643867924528	8.151685249524943					424000	79860	5	997	9967.25516745283	5160.526084139026					424000	79860	5	997	6.710254716981132	1.9206008429777035				
	424000	79910	5	1009	0.9999292452830189	0.28443501438196817					424000	79910	5	1009	6.5337028301886795	8.150220306234107					424000	79910	5	1009	9996.432919811321	5164.652246232196					424000	79910	5	1009	6.967483490566038	1.9564693161033102				
	424000	79960	5	977	1.0023066037735848	0.284764604189542					424000	79960	5	977	7.217346698113207	8.177157097987175					424000	79960	5	977	10017.716775943396	5167.662095981988					424000	79960	5	977	6.244037735849057	1.8556415492046399				
	424000	80010	5	1123	1.4998089622641508	0.35401134838998105					424000	80010	5	1123	3.374561320754717	8.063409648170037					424000	80010	5	1123	10008.940426886793	5166.420991330968					424000	80010	5	1123	4.125724056603773	1.5615191228791148				
	424000	80060	5	982	1.5003325471698112	0.35408445675215705					424000	80060	5	982	3.3827971698113206	8.06893390302645					424000	80060	5	982	10033.844801886793	5169.942835840303					424000	80060	5	982	4.13442216981132	1.5627226512384365				
	424000	80110	5	1004	1.000066037735849	0.28445397845461134					424000	80110	5	1004	6.5207334905660375	8.15001620337685					424000	80110	5	1004	9997.432724056604	5164.793633223249					424000	80110	5	1004	7.006393867924528	1.961896690805403				
	424000	80160	5	993	1.497757075471698	0.3537248464173283					424000	80160	5	993	3.3735919811320754	8.05578552784826					424000	80160	5	993	9973.374299528301	5161.391419102719					424000	80160	5	994	4.119084905660378	1.5606004726024956				
	424000	80210	5	1011	1.003188679245283	0.2848868964133047					424000	80210	5	1011	6.482478773584906	8.160473536929858					424000	80210	5	1011	10052.684929245283	5172.607106908838					424000	80210	5	1011	6.988783018867925	1.9594403088211465				
	424000	80260	5	989	1.3737877358490567	0.33642692093907733					424000	80260	5	989	4.539757075471698	8.095681562678886					424000	80260	5	989	10018.49183254717	5167.7717003779235					424000	80260	5	989	4.429167452830189	1.603527527694309				
	424000	80310	5	936	0.9999056603773585	0.284431744719608					424000	80310	5	936	6.836466981132076	8.172174510948905					424000	80310	5	936	10053.964528301887	5172.788061046045					424000	80310	5	936	6.678323113207547	1.9161497859743764				
	424000	80360	5	1130	1.378306603773585	0.33705703041772006					424000	80360	5	1130	4.519216981132075	8.099170205299847					424000	80360	5	1130	10037.511379716982	5170.461343846252					424000	80360	5	1130	4.439391509433962	1.6049437999547898				
	424000	80410	5	1159	1.0005990566037737	0.2845278734324583					424000	80410	5	1159	6.852853773584906	8.175155731090124					424000	80410	5	1159	10065.546816037735	5174.425966976204					424000	80410	5	1159	6.641702830188679	1.9110453260831501				
	424000	80460	5	1051	0.9987688679245283	0.2842741488078784					424000	80460	5	1051	7.2106839622641505	8.187252652505734					424000	80460	5	1051	10066.672849056604	5174.585204604504					424000	80460	5	1051	6.257507075471698	1.857517416893382				
	424000	80510	5	982	1.0002877358490565	0.2844847134394662					424000	80510	5	982	6.494832547169811	8.158661841664081					424000	80510	5	982	10042.250952830189	5171.131589178315					424000	80510	5	982	6.99426179245283	1.960204499483858				
	424000	80560	5	1105	0.9995660377358491	0.2843846617517399					424000	80560	5	1105	7.164820754716981	8.181848309628643					424000	80560	5	1106	10048.327570754716	5171.990912317654					424000	80560	5	1106	6.277254716981132	1.8602675574331509				
	424000	80610	5	1038	1.0014858490566039	0.28465081547958576					424000	80610	5	1038	7.208867924528302	8.190750452483389					424000	80610	5	1038	10083.554669811321	5176.972542673184					424000	80610	5	1038	6.294412735849057	1.8626573002089368				
	424000	80660	5	986	0.9963962264150943	0.283945236034239					424000	80660	5	987	7.197247641509434	8.19418624274145					424000	80660	5	987	10101.699827830189	5179.538535427259					424000	80660	5	987	6.270275943396227	1.8592957575205924				
	424000	80710	5	931	1.500941037735849	0.35416942101463583					424000	80710	5	931	3.399007075471698	8.090544132312555					424000	80710	5	931	10133.106405660377	5183.979888891538					424000	80710	5	931	4.111403301886792	1.5595381415995242				
	424000	80760	5	958	1.3827830188679244	0.33768125355822304					424000	80760	5	958	4.46710141509434	8.115402423243696					424000	80760	5	958	10120.389481132075	5182.181528062809					424000	80760	5	958	4.391242924528302	1.5982749434655148				
	424000	80810	5	979	0.9979528301886792	0.2841610219863004					424000	80810	5	979	7.199992924528302	8.198610530075324					424000	80810	5	979	10122.249462264152	5182.444556848527					424000	80810	5	979	6.278658018867924	1.8604631700791676				
	424000	80860	5	976	1.001316037735849	0.2846272732176855					424000	80860	5	976	6.89038679245283	8.180781924744753					424000	80860	5	976	10086.374141509434	5177.371257506684					424000	80860	5	976	6.610429245283019	1.9066864861800592				
	424000	80910	5	991	1.500438679245283	0.3540992760625588					424000	80910	5	991	3.3861273584905662	8.086928360913756					424000	80910	5	991	10117.665120283018	5181.796263246783					424000	80910	5	991	4.098924528301887	1.5578117200420907				
	424000	80960	5	975	0.9997783018867924	0.2844140885691266					424000	80960	5	975	6.510042452830189	8.164811724153772					424000	80960	5	975	10069.046068396226	5174.920812763735					424000	80960	5	975	6.999731132075472	1.9609674607495913				
	424000	81010	5	978	1.498811320754717	0.35387204840293024					424000	81010	5	978	3.3874764150943397	8.089554136932907					424000	81010	5	978	10129.796943396226	5183.511882067681					424000	81010	5	978	4.112688679245283	1.559715960056477				
	424000	81060	5	999	1.3919150943396226	0.3389547969966281					424000	81060	5	999	4.415646226415094	8.106834052668596					424000	81060	5	999	10086.693450471697	5177.41641248738					424000	81060	5	999	4.3498514150943395	1.5925426617892942				
	424000	81110	5	1036	1.392002358490566	0.33896696735934106					424000	81110	5	1036	4.3935636792452835	8.124093922294222					424000	81110	5	1036	10170.509216981132	5189.269199043567					424000	81110	5	1036	4.361007075471698	1.5940876940661193				
	424000	81160	5	1130	1.3958042452830188	0.33949721248762926					424000	81160	5	1130	4.4126580188679245	8.115448797690899					424000	81160	5	1130	10127.514481132075	5183.189108201889					424000	81160	5	1130	4.34188679245283	1.5914398715978377				
	424000	81210	5	1015	1.4946721698113208	0.35329411685396755					424000	81210	5	1015	3.3902712264150945	8.096832644247293					424000	81210	5	1015	10163.53370754717	5188.282758874499					424000	81210	5	1015	4.1136650943396225	1.5598511356962563				
	424000	81260	5	1095	0.9992877358490566	0.2843460801113094					424000	81260	5	1095	6.9011886792452835	8.196043226123006					424000	81260	5	1095	10156.995816037735	5187.358204381112					424000	81260	5	1095	6.586365566037736	1.9033328584730522				
	424000	81310	5	1042	0.9993396226415094	0.28435327328238136					424000	81310	5	1042	6.9128372641509435	8.200330855691794					424000	81310	5	1042	10175.499341981133	5189.97487651169					424000	81310	5	1042	6.605884433962264	1.9060532553021343				
	424000	81360	5	1005	1.001070754716981	0.2845932678693668					424000	81360	5	1005	7.176016509433962	8.196891088753501					424000	81360	5	1005	10117.89883490566	5181.829313927527					424000	81360	5	1005	6.3006320754716985	1.8635235741465996				
	424000	81410	5	1003	0.9971320754716981	0.28404724310533874					424000	81410	5	1003	6.8955707547169816	8.204967571196203					424000	81410	5	1003	10200.142257075471	5193.459749399288					424000	81410	5	1003	6.565429245283019	1.9004151735797197				
	424000	81460	5	988	0.9996745283018867	0.2843997021091987					424000	81460	5	988	6.473016509433962	8.186082034043581					424000	81460	5	988	10175.228433962264	5189.936566113661					424000	81460	5	988	7.001709905660378	1.9612436847728683				
	424000	81510	5	1131	0.9999905660377358	0.2844435155120382					424000	81510	5	1131	7.1893773584905665	8.216565898252966					424000	81510	5	1131	10209.091816037735	5194.725349567182					424000	81510	5	1131	6.2653632075471695	1.8586118074171931				
	424000	81560	5	1607	1.4029622641509434	0.3404955971520284					424000	81560	5	1607	4.348530660377358	8.1217772824158					424000	81560	5	1607	10165.306502358491	5188.533458279449					424000	81560	5	1607	4.2941155660377355	1.584825566301996				
	424000	81610	5	1051	1.4054622641509433	0.3408443110209672					424000	81610	5	1051	4.363400943396226	8.127985158540055					424000	81610	5	1051	10192.57275	5192.389309024081					424000	81610	5	1051	4.301851415094339	1.5858966622299515				
	424000	81660	5	966	1.0020754716981133	0.28473256005531633					424000	81660	5	966	7.17352358490566	8.217306959214028					424000	81660	5	966	10215.114367924529	5195.577027628634					424000	81660	5	966	6.275561320754717	1.8600320867328912				
	424000	81710	5	1052	1.4989103773584906	0.3538858795442401					424000	81710	5	1052	3.3863372641509435	8.10097557029578					424000	81710	5	1052	10183.369183962264	5191.087788601079					424000	81710	5	1052	4.111757075471698	1.5595872134169912				
	424000	81760	5	995	1.0035566037735848	0.2849379066340331					424000	81760	5	995	6.442426886792453	8.203060289792093					424000	81760	5	995	10260.095191037735	5201.9379830792595					424000	81760	5	995	7.0302547169811325	1.9652256269164057				
	424000	81810	5	997	0.9984764150943396	0.2842336060373143					424000	81810	5	997	7.183783018867924	8.220613104560115					424000	81810	5	997	10229.170007075472	5197.564703295417					424000	81810	5	997	6.303893867924528	1.8639781178228156				
	424000	81860	5	1016	0.9994386792452831	0.28436700571963575					424000	81860	5	1016	6.486992924528302	8.193951461303264					424000	81860	5	1016	10210.345106132076	5194.902583345298					424000	81860	5	1016	7.0186792452830185	1.9636108235245713				
	424000	81910	5	1292	1.4069811320754717	0.34105617602320676					424000	81910	5	1292	4.319162735849057	8.135551498258618					424000	81910	5	1292	10233.629688679246	5198.19536841586					424000	81910	5	1292	4.2624646226415095	1.5804440191373188				
	424000	81960	5	998	0.9985754716981132	0.2842473382391956					424000	81960	5	998	6.470200471698114	8.202415844701909					424000	81960	5	998	10252.891405660377	5200.919260908481					424000	81960	5	998	7.012716981132075	1.9627792187550976				
	424000	82010	5	1016	1.001127358490566	0.28460111524384774					424000	82010	5	1017	6.943790094339622	8.216545773737145					424000	82010	5	1017	10247.508988207546	5200.158107217235					424000	82010	5	1017	6.556200471698113	1.8991291725613457				
	424000	82060	5	971	1.4125259433962265	0.34182964606281435					424000	82060	5	971	4.306547169811321	8.14147020488621					424000	82060	5	971	10262.978886792453	5202.345780468518					424000	82060	5	971	4.243372641509434	1.577801279809797				
	424000	82110	5	957	1.5007570754716981	0.35414373408767036					424000	82110	5	957	3.401856132075472	8.1196293158439					424000	82110	5	957	10268.871910377358	5203.179141508764					424000	82110	5	957	4.1087382075471695	1.5591697882025086				
	424000	82160	5	1003	1.001127358490566	0.28460111524384774					424000	82160	5	1003	6.479566037735849	8.190534316496416					424000	82160	5	1003	10195.300330188678	5192.775029238741					424000	82160	5	1003	7.0506957547169815	1.9680770047979197				
	424000	82210	5	1080	0.9995283018867924	0.28437943033018537					424000	82210	5	1080	6.925280660377359	8.219019630075886					424000	82210	5	1080	10262.100485849056	5202.221561541589					424000	82210	5	1080	6.5538797169811325	1.8988057822574145				
	424000	82260	5	994	0.9986415094339622	0.28425649305613054					424000	82260	5	994	6.948799528301887	8.22025711437183					424000	82260	5	994	10264.313115566038	5202.534460222073					424000	82260	5	994	6.53925	1.8967670659361655				
	424000	82310	5	1003	1.4987759433962264	0.35386710871351335					424000	82310	5	1003	3.387066037735849	8.124935023100829					424000	82310	5	1003	10295.385799528302	5206.928599380688					424000	82310	5	1003	4.105587264150944	1.5587339324153948				
	424000	82360	5	1035	0.9970801886792453	0.28404005025029755					424000	82360	5	1036	6.946117924528302	8.213352953213002					424000	82360	5	1036	10232.021318396226	5197.967921004485					424000	82360	5	1036	6.529719339622641	1.895438882400266				
	424000	82410	5	1005	1.4184834905660377	0.34266074470838126					424000	82410	5	1005	4.235044811320755	8.144279258678502					424000	82410	5	1005	10285.052992924528	5205.467386954461					424000	82410	5	1005	4.224978773584906	1.5752553231340425				
	424000	82460	5	988	1.5005589622641509	0.35411607129876477					424000	82460	5	988	3.410688679245283	8.127551497934615					424000	82460	5	988	10304.927908018868	5208.277995421246					424000	82460	5	988	4.094268867924528	1.5571681530958084				
	424000	82510	5	947	1.0007264150943396	0.28454552987092685					424000	82510	5	947	7.139103773584906	8.23759269755855					424000	82510	5	947	10316.723693396227	5209.9460949503355					424000	82510	5	947	6.345747641509434	1.869807925061147				
	424000	82560	5	1003	1.0024528301886793	0.28478487708566996					424000	82560	5	1003	6.464622641509434	8.210900602653453					424000	82560	5	1003	10293.845863207547	5206.710829489344					424000	82560	5	1003	7.027688679245283	1.9648677530156995				
	424000	82610	5	1077	0.9989622641509434	0.28430095948036804					424000	82610	5	1077	6.9611061320754715	8.229098879046736					424000	82610	5	1077	10304.288740566039	5208.187607630483					424000	82610	5	1077	6.54148820754717	1.8970790582340198				
	424000	82660	5	1029	1.4261509433962265	0.34373046326555207					424000	82660	5	1030	4.184367924528302	8.165993932469325					424000	82660	5	1030	10393.159801886792	5220.755299938744					424000	82660	5	1030	4.218808962264151	1.5744016333177986				
	424000	82710	5	962	0.9999198113207547	0.2844337065178714					424000	82710	5	962	7.1313018867924525	8.24287590055009					424000	82710	5	962	10342.994813679245	5213.661222492857					424000	82710	5	962	6.339224056603774	1.8688993011221353				
	424000	82760	5	1016	1.0025849056603773	0.28480318813768624					424000	82760	5	1016	6.980205188679245	8.239407507672068					424000	82760	5	1016	10350.158530660377	5214.674278818972					424000	82760	5	1016	6.511997641509434	1.8929696763704822				
	424000	82810	5	1147	0.9987594339622642	0.28427284097289873					424000	82810	5	1147	6.47210141509434	8.233858073537366					424000	82810	5	1147	10401.269514150943	5221.902134343358					424000	82810	5	1147	7.041610849056604	1.9668100834157658				
	424000	82860	5	1015	1.4290872641509433	0.34414014601348675					424000	82860	5	1015	4.143094339622642	8.158291085374536					424000	82860	5	1015	10362.107016509433	5216.363972816546					424000	82860	5	1015	4.212186320754717	1.5734849312701926				
	424000	82910	5	1056	1.4289221698113208	0.34411711128577077					424000	82910	5	1056	4.125683962264151	8.153696988016703					424000	82910	5	1056	10342.698683962264	5213.619345351367					424000	82910	5	1056	4.215412735849057	1.5739314247307385				
	424000	82960	5	991	0.9984905660377359	0.2842355677776359					424000	82960	5	991	6.468370283018868	8.229039397142893					424000	82960	5	991	10379.045349056603	5218.759305661895					424000	82960	5	991	7.048893867924528	1.9678260179309752				
	424000	83010	5	1022	1.4267264150943397	0.34381075344484374					424000	83010	5	1022	4.104950471698113	8.164102159006294					424000	83010	5	1022	10394.021919811321	5220.877216292255					424000	83010	5	1022	4.216441037735849	1.5740738744807048				
	424000	83060	5	1005	1.496129716981132	0.35349762499544535					424000	83060	5	1005	3.42775	8.143173488747623					424000	83060	5	1005	10376.068308962263	5218.338307772857					424000	83060	5	1005	4.080783018867924	1.5553027769898826				
	424000	83110	5	1070	1.499433962264151	0.3539589872354658					424000	83110	5	1070	3.4331650943396226	8.14367057622132					424000	83110	5	1070	10377.77458962264	5218.579601320048					424000	83110	5	1070	4.07451179245283	1.5544352857909225				
	424000	83160	5	1036	1.4363844339622642	0.34515832309504607					424000	83160	5	1036	4.064754716981132	8.166321381570478					424000	83160	5	1036	10409.323438679245	5223.041079567531					424000	83160	5	1036	4.220198113207547	1.5745939059819647				
	424000	83210	5	1027	1.0015141509433962	0.28465473919788925					424000	83210	5	1027	6.446148584905661	8.229894056086605					424000	83210	5	1027	10386.400349056605	5219.799412399825					424000	83210	5	1027	7.03788679245283	1.9662905435396227				
	424000	83260	5	993	1.5014504716981132	0.35424055429078344					424000	83260	5	993	3.4391415094339624	8.15238304673831					424000	83260	5	993	10417.854733490565	5224.247532126698					424000	83260	5	993	4.059287735849057	1.5523295446317158				
	424000	83310	5	1476	0.9956462264150944	0.2838412688298156					424000	83310	5	1476	6.982490566037736	8.248735591986657					424000	83310	5	1476	10393.993226415094	5220.873158595364					424000	83310	5	1476	6.501132075471698	1.8914557317112095				
	424000	83360	5	1436	1.0006509433962265	0.2845350667900992					424000	83360	5	1436	6.455683962264151	8.236105500179034					424000	83360	5	1436	10414.342530660377	5223.750854138344					424000	83360	5	1436	7.042627358490566	1.96695190792323				
	424000	83410	5	1125	1.001632075471698	0.28467108804568936					424000	83410	5	1125	6.44497641509434	8.234492185352739					424000	83410	5	1125	10408.311162735848	5222.897928627424					424000	83410	5	1125	7.046834905660377	1.9675388447601518				
	424000	83460	5	1019	0.9995	0.28437550676613327					424000	83460	5	1019	6.4547806603773585	8.241917618894975					424000	83460	5	1019	10441.95187028302	5227.655227542228					424000	83460	5	1019	7.058330188679245	1.9691425346311364				
